['1', ['36.25', '8.76'], ['-447.25', '-199.75', '1310.0']]
['1', ['36.25', '7.33'], ['-385.5', '-164.5', '1121.25']]
['1', ['36.25', '7.33'], ['-385.5', '-164.5', '1121.25']]
['1', ['36.25', '7.33'], ['-385.5', '-164.5', '1121.25']]
['1', ['36.25', '7.33'], ['-385.5', '-164.5', '1121.25']]
['1', ['36.25', '7.33'], ['-385.5', '-164.5', '1121.25']]
['1', ['36.25', '7.33'], ['-385.5', '-164.5', '1121.25']]
['1', ['36.25', '7.33'], ['-385.5', '-164.5', '1121.25']]
['1', ['36.25', '7.33'], ['-385.5', '-164.5', '1121.25']]
['1', ['36.25', '7.33'], ['-385.5', '-164.5', '1121.25']]
['1', ['36.25', '6.96'], ['-395.75', '-140.0', '1106.0']]
['1', ['36.25', '6.96'], ['-395.75', '-140.0', '1106.0']]
['1', ['36.25', '6.96'], ['-395.75', '-140.0', '1106.0']]
['1', ['36.25', '6.96'], ['-395.75', '-140.0', '1106.0']]
['1', ['36.25', '6.96'], ['-395.75', '-140.0', '1106.0']]
['1', ['36.25', '6.96'], ['-395.75', '-140.0', '1106.0']]
['1', ['36.25', '6.96'], ['-395.75', '-140.0', '1106.0']]
['1', ['36.25', '6.96'], ['-395.75', '-140.0', '1106.0']]
['1', ['36.25', '6.96'], ['-395.75', '-140.0', '1106.0']]
['1', ['36.25', '6.96'], ['-395.75', '-140.0', '1106.0']]
['1', ['36.25', '6.96'], ['-395.75', '-140.0', '1106.0']]
['1', ['36.25', '6.96'], ['-395.75', '-140.0', '1106.0']]
['1', ['36.25', '6.96'], ['-395.75', '-140.0', '1106.0']]
['1', ['36.25', '6.96'], ['-395.75', '-140.0', '1106.0']]
['1', ['36.25', '6.96'], ['-395.75', '-140.0', '1106.0']]
['1', ['36.25', '6.96'], ['-395.75', '-140.0', '1106.0']]
['1', ['36.25', '6.66'], ['-384.25', '-117.0', '1103.5']]
['1', ['36.25', '6.66'], ['-384.25', '-117.0', '1103.5']]
['1', ['36.25', '6.66'], ['-384.25', '-117.0', '1103.5']]
['1', ['36.25', '6.66'], ['-384.25', '-117.0', '1103.5']]
['1', ['36.25', '6.66'], ['-384.25', '-117.0', '1103.5']]
['1', ['36.25', '6.66'], ['-384.25', '-117.0', '1103.5']]
['1', ['36.25', '6.66'], ['-384.25', '-117.0', '1103.5']]
['1', ['36.25', '6.66'], ['-384.25', '-117.0', '1103.5']]
['1', ['36.25', '6.66'], ['-384.25', '-117.0', '1103.5']]
['1', ['36.25', '6.66'], ['-384.25', '-117.0', '1103.5']]
['1', ['36.25', '6.66'], ['-384.25', '-117.0', '1103.5']]
['1', ['36.25', '6.66'], ['-384.25', '-117.0', '1103.5']]
['1', ['36.25', '6.66'], ['-384.25', '-117.0', '1103.5']]
['1', ['36.25', '6.66'], ['-384.25', '-117.0', '1103.5']]
['1', ['36.25', '6.66'], ['-384.25', '-117.0', '1103.5']]
['1', ['36.25', '6.66'], ['-384.25', '-117.0', '1103.5']]
['1', ['36.25', '6.22'], ['-367.75', '-90.25', '1098.5']]
['1', ['36.25', '6.22'], ['-367.75', '-90.25', '1098.5']]
['1', ['36.25', '6.22'], ['-367.75', '-90.25', '1098.5']]
['1', ['36.25', '6.22'], ['-367.75', '-90.25', '1098.5']]
['1', ['36.25', '6.22'], ['-367.75', '-90.25', '1098.5']]
['1', ['36.25', '6.22'], ['-367.75', '-90.25', '1098.5']]
['1', ['36.25', '6.22'], ['-367.75', '-90.25', '1098.5']]
['1', ['36.25', '6.22'], ['-367.75', '-90.25', '1098.5']]
['1', ['36.25', '6.22'], ['-367.75', '-90.25', '1098.5']]
['1', ['36.25', '6.22'], ['-367.75', '-90.25', '1098.5']]
['1', ['36.25', '6.22'], ['-367.75', '-90.25', '1098.5']]
['1', ['36.25', '6.22'], ['-367.75', '-90.25', '1098.5']]
['1', ['36.25', '6.22'], ['-367.75', '-90.25', '1098.5']]
['1', ['36.25', '6.22'], ['-367.75', '-90.25', '1098.5']]
['1', ['36.25', '6.22'], ['-367.75', '-90.25', '1098.5']]
['1', ['36.25', '6.22'], ['-367.75', '-90.25', '1098.5']]
['1', ['36.25', '6.16'], ['-367.75', '-100.5', '1093.25']]
['1', ['36.25', '6.16'], ['-367.75', '-100.5', '1093.25']]
['1', ['36.25', '6.16'], ['-367.75', '-100.5', '1093.25']]
['1', ['36.25', '6.16'], ['-367.75', '-100.5', '1093.25']]
['1', ['36.25', '6.16'], ['-367.75', '-100.5', '1093.25']]
['1', ['36.25', '6.16'], ['-367.75', '-100.5', '1093.25']]
['1', ['36.25', '6.16'], ['-367.75', '-100.5', '1093.25']]
['1', ['36.25', '6.16'], ['-367.75', '-100.5', '1093.25']]
['1', ['36.25', '6.0'], ['-354.75', '-88.75', '1071.5']]
['1', ['36.25', '6.0'], ['-354.75', '-88.75', '1071.5']]
['1', ['36.25', '6.0'], ['-354.75', '-88.75', '1071.5']]
['1', ['36.25', '6.0'], ['-354.75', '-88.75', '1071.5']]
['1', ['36.25', '6.0'], ['-354.75', '-88.75', '1071.5']]
['1', ['36.25', '6.0'], ['-354.75', '-88.75', '1071.5']]
['1', ['36.25', '6.0'], ['-354.75', '-88.75', '1071.5']]
['1', ['36.25', '6.0'], ['-354.75', '-88.75', '1071.5']]
['1', ['36.25', '6.0'], ['-354.75', '-88.75', '1071.5']]
['1', ['36.25', '6.0'], ['-354.75', '-88.75', '1071.5']]
['1', ['36.25', '6.0'], ['-354.75', '-88.75', '1071.5']]
['1', ['36.25', '6.0'], ['-354.75', '-88.75', '1071.5']]
['1', ['36.25', '6.0'], ['-354.75', '-88.75', '1071.5']]
['1', ['36.25', '6.0'], ['-354.75', '-88.75', '1071.5']]
['1', ['36.25', '6.0'], ['-354.75', '-88.75', '1071.5']]
['1', ['36.25', '6.0'], ['-354.75', '-88.75', '1071.5']]
['1', ['36.25', '6.0'], ['-354.75', '-88.75', '1071.5']]
['1', ['36.25', '5.59'], ['-326.5', '-80.25', '1067.25']]
['1', ['36.25', '5.59'], ['-326.5', '-80.25', '1067.25']]
['1', ['36.25', '5.59'], ['-326.5', '-80.25', '1067.25']]
['1', ['36.25', '5.59'], ['-326.5', '-80.25', '1067.25']]
['1', ['36.25', '5.59'], ['-326.5', '-80.25', '1067.25']]
['1', ['36.25', '5.59'], ['-326.5', '-80.25', '1067.25']]
['1', ['36.25', '5.59'], ['-326.5', '-80.25', '1067.25']]
['1', ['36.25', '5.59'], ['-326.5', '-80.25', '1067.25']]
['1', ['36.25', '5.59'], ['-326.5', '-80.25', '1067.25']]
['1', ['36.25', '5.59'], ['-326.5', '-80.25', '1067.25']]
['1', ['36.25', '5.59'], ['-326.5', '-80.25', '1067.25']]
['1', ['36.25', '5.59'], ['-326.5', '-80.25', '1067.25']]
['1', ['36.25', '5.59'], ['-326.5', '-80.25', '1067.25']]
['1', ['36.25', '5.59'], ['-326.5', '-80.25', '1067.25']]
['1', ['36.25', '5.59'], ['-326.5', '-80.25', '1067.25']]
['1', ['36.25', '5.59'], ['-326.5', '-80.25', '1067.25']]
['1', ['36.25', '5.59'], ['-326.5', '-80.25', '1067.25']]
['1', ['36.25', '5.59'], ['-326.5', '-80.25', '1067.25']]
['1', ['36.25', '5.59'], ['-326.5', '-80.25', '1067.25']]
['1', ['36.25', '5.59'], ['-326.5', '-80.25', '1067.25']]
['1', ['36.25', '5.13'], ['-281.25', '-59.75', '1040.25']]
['1', ['36.25', '5.13'], ['-281.25', '-59.75', '1040.25']]
['1', ['36.25', '5.13'], ['-281.25', '-59.75', '1040.25']]
['1', ['36.25', '5.13'], ['-281.25', '-59.75', '1040.25']]
['1', ['36.25', '5.13'], ['-281.25', '-59.75', '1040.25']]
['1', ['36.25', '5.13'], ['-281.25', '-59.75', '1040.25']]
['1', ['36.25', '5.13'], ['-281.25', '-59.75', '1040.25']]
['1', ['36.25', '5.13'], ['-281.25', '-59.75', '1040.25']]
['1', ['36.25', '5.13'], ['-281.25', '-59.75', '1040.25']]
['1', ['36.25', '4.93'], ['-252.0', '-59.75', '1032.0']]
['1', ['36.25', '4.93'], ['-252.0', '-59.75', '1032.0']]
['1', ['36.25', '4.93'], ['-252.0', '-59.75', '1032.0']]
['1', ['36.25', '4.93'], ['-252.0', '-59.75', '1032.0']]
['1', ['36.25', '4.93'], ['-252.0', '-59.75', '1032.0']]
['1', ['36.25', '4.93'], ['-252.0', '-59.75', '1032.0']]
['1', ['36.25', '4.93'], ['-252.0', '-59.75', '1032.0']]
['1', ['36.25', '4.93'], ['-252.0', '-59.75', '1032.0']]
['1', ['36.25', '4.93'], ['-252.0', '-59.75', '1032.0']]
['1', ['36.25', '2.75'], ['-373.0', '24.0', '1719.5']]
['1', ['36.25', '2.75'], ['-373.0', '24.0', '1719.5']]
['1', ['36.25', '2.75'], ['-373.0', '24.0', '1719.5']]
['1', ['36.25', '2.75'], ['-373.0', '24.0', '1719.5']]
['1', ['36.25', '2.75'], ['-373.0', '24.0', '1719.5']]
['1', ['36.25', '2.75'], ['-373.0', '24.0', '1719.5']]
['1', ['36.25', '2.75'], ['-373.0', '24.0', '1719.5']]
['1', ['36.25', '2.75'], ['-373.0', '24.0', '1719.5']]
['1', ['36.25', '2.75'], ['-373.0', '24.0', '1719.5']]
['1', ['36.25', '2.75'], ['-373.0', '24.0', '1719.5']]
['1', ['36.25', '2.75'], ['-373.0', '24.0', '1719.5']]
['1', ['36.25', '2.75'], ['-373.0', '24.0', '1719.5']]
['1', ['36.25', '2.75'], ['-373.0', '24.0', '1719.5']]
['1', ['36.25', '2.75'], ['-373.0', '24.0', '1719.5']]
['1', ['36.25', '2.75'], ['-373.0', '24.0', '1719.5']]
['1', ['36.25', '2.75'], ['-373.0', '24.0', '1719.5']]
['1', ['36.25', '2.75'], ['-373.0', '24.0', '1719.5']]
['1', ['36.25', '2.6'], ['-272.0', '30.0', '1664.5']]
['1', ['36.25', '2.6'], ['-272.0', '30.0', '1664.5']]
['1', ['36.25', '2.6'], ['-272.0', '30.0', '1664.5']]
['1', ['36.25', '2.6'], ['-272.0', '30.0', '1664.5']]
['1', ['36.25', '2.6'], ['-272.0', '30.0', '1664.5']]
['1', ['36.25', '2.6'], ['-272.0', '30.0', '1664.5']]
['1', ['36.25', '2.6'], ['-272.0', '30.0', '1664.5']]
['1', ['36.25', '2.6'], ['-272.0', '30.0', '1664.5']]
['1', ['36.25', '2.5'], ['-195.0', '7.0', '1620.5']]
['1', ['36.25', '2.5'], ['-195.0', '7.0', '1620.5']]
['1', ['36.25', '2.5'], ['-195.0', '7.0', '1620.5']]
['1', ['36.25', '2.5'], ['-195.0', '7.0', '1620.5']]
['1', ['36.25', '2.5'], ['-195.0', '7.0', '1620.5']]
['1', ['36.25', '2.5'], ['-195.0', '7.0', '1620.5']]
['1', ['36.25', '2.5'], ['-195.0', '7.0', '1620.5']]
['1', ['36.25', '2.5'], ['-195.0', '7.0', '1620.5']]
['1', ['36.25', '2.5'], ['-195.0', '7.0', '1620.5']]
['1', ['36.25', '2.5'], ['-195.0', '7.0', '1620.5']]
['1', ['36.25', '2.5'], ['-195.0', '7.0', '1620.5']]
['1', ['36.25', '2.5'], ['-195.0', '7.0', '1620.5']]
['1', ['36.25', '2.5'], ['-195.0', '7.0', '1620.5']]
['1', ['36.25', '2.5'], ['-195.0', '7.0', '1620.5']]
['1', ['36.25', '2.5'], ['-195.0', '7.0', '1620.5']]
['1', ['36.25', '2.5'], ['-195.0', '7.0', '1620.5']]
['1', ['36.25', '2.5'], ['-195.0', '7.0', '1620.5']]
['1', ['36.25', '2.5'], ['-195.0', '7.0', '1620.5']]
['1', ['36.25', '2.5'], ['-195.0', '7.0', '1620.5']]
['1', ['36.25', '2.5'], ['-195.0', '7.0', '1620.5']]
['1', ['36.25', '2.5'], ['-195.0', '7.0', '1620.5']]
['1', ['36.25', '1.97'], ['-1.5', '8.5', '1412.5']]
['1', ['36.25', '1.97'], ['-1.5', '8.5', '1412.5']]
['1', ['36.25', '1.97'], ['-1.5', '8.5', '1412.5']]
['1', ['36.25', '1.97'], ['-1.5', '8.5', '1412.5']]
['1', ['36.25', '1.97'], ['-1.5', '8.5', '1412.5']]
['1', ['36.25', '1.97'], ['-1.5', '8.5', '1412.5']]
['1', ['36.25', '1.97'], ['-1.5', '8.5', '1412.5']]
['1', ['36.25', '1.97'], ['-1.5', '8.5', '1412.5']]
['1', ['36.25', '0.85'], ['309.0', '-200.5', '1131.0']]
['1', ['35.59', '0.0'], ['-107.0', '-2787.0', '3463.5']]
['1', ['30.38', '1.38'], ['-962.5', '1751.0', '750.5']]
['2', ['0.0', '9.42'], ['-90.25', '-287.25', '369.25'], ['30.8', '1.8'], ['-906.5', '1819.0', '567.0']]
['2', ['0.67', '11.22'], ['-4.8', '-477.8', '683.2'], ['31.49', '2.49'], ['-860.0', '1959.0', '441.0']]
['2', ['0.67', '11.22'], ['-4.8', '-477.8', '683.2'], ['31.49', '2.49'], ['-860.0', '1959.0', '441.0']]
['2', ['0.67', '11.22'], ['-4.8', '-477.8', '683.2'], ['31.49', '2.49'], ['-860.0', '1959.0', '441.0']]
['2', ['0.67', '11.22'], ['-4.8', '-477.8', '683.2'], ['31.49', '2.49'], ['-860.0', '1959.0', '441.0']]
['2', ['0.66', '11.23'], ['-6.2', '-476.6', '678.4'], ['31.45', '2.45'], ['-873.5', '1917.0', '455.0']]
['2', ['0.66', '11.23'], ['-6.2', '-476.6', '678.4'], ['31.45', '2.45'], ['-873.5', '1917.0', '455.0']]
['2', ['0.66', '11.23'], ['-6.2', '-476.6', '678.4'], ['31.45', '2.45'], ['-873.5', '1917.0', '455.0']]
['2', ['0.66', '11.23'], ['-6.2', '-476.6', '678.4'], ['31.45', '2.45'], ['-873.5', '1917.0', '455.0']]
['2', ['0.66', '11.23'], ['-6.2', '-476.6', '678.4'], ['31.45', '2.45'], ['-873.5', '1917.0', '455.0']]
['2', ['0.66', '11.23'], ['-6.2', '-476.6', '678.4'], ['31.45', '2.45'], ['-873.5', '1917.0', '455.0']]
['2', ['0.66', '11.23'], ['-6.2', '-476.6', '678.4'], ['31.45', '2.45'], ['-873.5', '1917.0', '455.0']]
['2', ['0.66', '11.23'], ['-6.2', '-476.6', '678.4'], ['31.45', '2.45'], ['-873.5', '1917.0', '455.0']]
['2', ['0.65', '11.22'], ['-6.8', '-478.2', '677.2'], ['31.52', '2.52'], ['-856.0', '1926.5', '438.0']]
['2', ['0.65', '11.22'], ['-6.8', '-478.2', '677.2'], ['31.52', '2.52'], ['-856.0', '1926.5', '438.0']]
['2', ['0.65', '11.22'], ['-6.8', '-478.2', '677.2'], ['31.52', '2.52'], ['-856.0', '1926.5', '438.0']]
['2', ['0.65', '11.22'], ['-6.8', '-478.2', '677.2'], ['31.52', '2.52'], ['-856.0', '1926.5', '438.0']]
['2', ['0.65', '11.22'], ['-6.8', '-478.2', '677.2'], ['31.52', '2.52'], ['-856.0', '1926.5', '438.0']]
['2', ['0.65', '11.22'], ['-6.8', '-478.2', '677.2'], ['31.52', '2.52'], ['-856.0', '1926.5', '438.0']]
['2', ['0.65', '11.22'], ['-6.8', '-478.2', '677.2'], ['31.52', '2.52'], ['-856.0', '1926.5', '438.0']]
['2', ['0.65', '11.22'], ['-6.8', '-478.2', '677.2'], ['31.52', '2.52'], ['-856.0', '1926.5', '438.0']]
['2', ['0.65', '11.22'], ['-6.8', '-478.2', '677.2'], ['31.52', '2.52'], ['-856.0', '1926.5', '438.0']]
['2', ['0.65', '11.22'], ['-6.8', '-478.2', '677.2'], ['31.52', '2.52'], ['-856.0', '1926.5', '438.0']]
['2', ['0.65', '11.22'], ['-6.8', '-478.2', '677.2'], ['31.52', '2.52'], ['-856.0', '1926.5', '438.0']]
['2', ['0.65', '11.22'], ['-6.8', '-478.2', '677.2'], ['31.52', '2.52'], ['-856.0', '1926.5', '438.0']]
['2', ['0.65', '11.22'], ['-6.8', '-478.2', '677.2'], ['31.52', '2.52'], ['-856.0', '1926.5', '438.0']]
['2', ['0.65', '11.22'], ['-6.8', '-478.2', '677.2'], ['31.52', '2.52'], ['-856.0', '1926.5', '438.0']]
['2', ['0.65', '11.22'], ['-6.8', '-478.2', '677.2'], ['31.52', '2.52'], ['-856.0', '1926.5', '438.0']]
['2', ['0.65', '11.22'], ['-6.8', '-478.2', '677.2'], ['31.52', '2.52'], ['-856.0', '1926.5', '438.0']]
['2', ['0.65', '11.22'], ['-6.8', '-478.2', '677.2'], ['31.52', '2.52'], ['-856.0', '1926.5', '438.0']]
['2', ['0.65', '11.22'], ['-6.8', '-478.2', '677.2'], ['31.52', '2.52'], ['-856.0', '1926.5', '438.0']]
['2', ['0.65', '11.22'], ['-6.8', '-478.2', '677.2'], ['31.52', '2.52'], ['-856.0', '1926.5', '438.0']]
['2', ['0.65', '11.22'], ['-6.8', '-478.2', '677.2'], ['31.52', '2.52'], ['-856.0', '1926.5', '438.0']]
['2', ['0.65', '11.22'], ['-6.8', '-478.2', '677.2'], ['31.52', '2.52'], ['-856.0', '1926.5', '438.0']]
['2', ['0.65', '11.22'], ['-6.8', '-478.2', '677.2'], ['31.52', '2.52'], ['-856.0', '1926.5', '438.0']]
