['1', ['36.25', '9.18'], ['-487.5', '-226.25', '1273.0']]
['1', ['36.25', '9.18'], ['-488.75', '-226.5', '1268.75']]
['1', ['36.25', '9.18'], ['-488.75', '-226.5', '1268.75']]
['1', ['36.25', '9.18'], ['-488.75', '-226.5', '1268.75']]
['1', ['36.25', '9.18'], ['-488.75', '-226.5', '1268.75']]
['1', ['36.25', '9.18'], ['-488.75', '-226.5', '1268.75']]
['1', ['36.25', '9.18'], ['-488.75', '-226.5', '1268.75']]
['1', ['36.25', '9.18'], ['-488.75', '-226.5', '1268.75']]
['1', ['36.25', '9.18'], ['-488.75', '-226.5', '1268.75']]
['1', ['36.25', '9.18'], ['-488.75', '-226.5', '1268.75']]
['1', ['36.25', '9.18'], ['-488.75', '-226.5', '1268.75']]
['1', ['36.25', '9.18'], ['-488.75', '-226.5', '1268.75']]
['1', ['36.25', '9.18'], ['-488.75', '-226.5', '1268.75']]
['1', ['36.25', '9.18'], ['-488.75', '-226.5', '1268.75']]
['1', ['36.25', '9.18'], ['-488.0', '-226.0', '1271.25']]
['1', ['36.25', '9.18'], ['-488.0', '-226.0', '1271.25']]
['1', ['36.25', '9.18'], ['-488.0', '-226.0', '1271.25']]
['1', ['36.25', '9.18'], ['-488.0', '-226.0', '1271.25']]
['1', ['36.25', '9.18'], ['-488.0', '-226.0', '1271.25']]
['1', ['36.25', '9.18'], ['-488.0', '-226.0', '1271.25']]
['1', ['36.25', '9.18'], ['-488.0', '-226.0', '1271.25']]
['1', ['36.25', '9.18'], ['-488.0', '-226.0', '1271.25']]
['1', ['36.25', '9.18'], ['-488.0', '-226.0', '1271.25']]
['1', ['36.25', '9.18'], ['-488.0', '-226.0', '1271.25']]
['1', ['36.25', '9.18'], ['-488.0', '-226.0', '1271.25']]
['1', ['36.25', '8.91'], ['-386.5', '-299.0', '1188.25']]
['1', ['36.25', '8.91'], ['-386.5', '-299.0', '1188.25']]
['1', ['36.25', '8.91'], ['-386.5', '-299.0', '1188.25']]
['1', ['36.25', '8.91'], ['-386.5', '-299.0', '1188.25']]
['1', ['36.25', '8.91'], ['-386.5', '-299.0', '1188.25']]
['1', ['36.25', '8.91'], ['-386.5', '-299.0', '1188.25']]
['1', ['36.25', '8.91'], ['-386.5', '-299.0', '1188.25']]
['1', ['36.25', '8.91'], ['-386.5', '-299.0', '1188.25']]
['1', ['36.25', '8.91'], ['-386.5', '-299.0', '1188.25']]
['1', ['36.25', '8.61'], ['-319.25', '-361.75', '1062.75']]
['1', ['36.25', '8.61'], ['-319.25', '-361.75', '1062.75']]
['1', ['36.25', '8.61'], ['-319.25', '-361.75', '1062.75']]
['1', ['36.25', '8.61'], ['-319.25', '-361.75', '1062.75']]
['1', ['36.25', '8.61'], ['-319.25', '-361.75', '1062.75']]
['1', ['36.25', '8.61'], ['-319.25', '-361.75', '1062.75']]
['1', ['36.25', '8.61'], ['-319.25', '-361.75', '1062.75']]
['1', ['36.25', '8.61'], ['-319.25', '-361.75', '1062.75']]
['1', ['36.25', '8.61'], ['-319.25', '-361.75', '1062.75']]
['1', ['36.25', '8.61'], ['-319.25', '-361.75', '1062.75']]
['1', ['36.25', '8.61'], ['-319.25', '-361.75', '1062.75']]
['1', ['36.25', '8.61'], ['-319.25', '-361.75', '1062.75']]
['1', ['36.25', '8.61'], ['-319.25', '-361.75', '1062.75']]
['1', ['36.25', '8.61'], ['-319.25', '-361.75', '1062.75']]
['1', ['36.25', '8.61'], ['-319.25', '-361.75', '1062.75']]
['1', ['36.25', '8.61'], ['-319.25', '-361.75', '1062.75']]
['1', ['36.25', '8.61'], ['-319.25', '-361.75', '1062.75']]
['1', ['36.25', '8.61'], ['-319.25', '-361.75', '1062.75']]
['1', ['36.25', '8.61'], ['-319.25', '-361.75', '1062.75']]
['1', ['36.25', '8.61'], ['-319.25', '-361.75', '1062.75']]
['1', ['36.25', '8.61'], ['-319.25', '-361.75', '1062.75']]
['1', ['36.25', '8.61'], ['-319.25', '-361.75', '1062.75']]
['1', ['36.25', '8.61'], ['-319.25', '-361.75', '1062.75']]
['1', ['36.25', '8.61'], ['-319.25', '-361.75', '1062.75']]
['1', ['36.25', '8.61'], ['-319.25', '-361.75', '1062.75']]
['1', ['36.25', '8.61'], ['-319.25', '-361.75', '1062.75']]
['1', ['36.25', '8.61'], ['-319.25', '-361.75', '1062.75']]
['1', ['36.25', '8.61'], ['-319.25', '-361.75', '1062.75']]
['1', ['36.25', '8.61'], ['-319.25', '-361.75', '1062.75']]
['1', ['36.25', '8.03'], ['-357.75', '-298.0', '1065.25']]
['1', ['36.25', '8.03'], ['-357.75', '-298.0', '1065.25']]
['1', ['36.25', '8.03'], ['-357.75', '-298.0', '1065.25']]
['1', ['36.25', '8.03'], ['-357.75', '-298.0', '1065.25']]
['1', ['36.25', '8.03'], ['-357.75', '-298.0', '1065.25']]
['1', ['36.25', '8.03'], ['-357.75', '-298.0', '1065.25']]
['1', ['36.25', '8.03'], ['-357.75', '-298.0', '1065.25']]
['1', ['36.25', '8.03'], ['-357.75', '-298.0', '1065.25']]
['1', ['36.25', '8.03'], ['-357.75', '-298.0', '1065.25']]
['1', ['36.25', '8.03'], ['-357.75', '-298.0', '1065.25']]
['1', ['36.25', '8.29'], ['-373.25', '-274.0', '1080.5']]
['1', ['36.25', '8.29'], ['-373.25', '-274.0', '1080.5']]
['1', ['36.25', '8.29'], ['-373.25', '-274.0', '1080.5']]
['1', ['36.25', '8.29'], ['-373.25', '-274.0', '1080.5']]
['1', ['36.25', '8.29'], ['-373.25', '-274.0', '1080.5']]
['1', ['36.25', '8.29'], ['-373.25', '-274.0', '1080.5']]
['1', ['36.25', '8.29'], ['-373.25', '-274.0', '1080.5']]
['1', ['36.25', '8.29'], ['-373.25', '-274.0', '1080.5']]
['1', ['36.25', '8.29'], ['-373.25', '-274.0', '1080.5']]
['1', ['36.25', '8.26'], ['-388.0', '-271.0', '1080.75']]
['1', ['36.25', '8.26'], ['-388.0', '-271.0', '1080.75']]
['1', ['36.25', '8.26'], ['-388.0', '-271.0', '1080.75']]
['1', ['36.25', '8.26'], ['-388.0', '-271.0', '1080.75']]
['1', ['36.25', '8.26'], ['-388.0', '-271.0', '1080.75']]
['1', ['36.25', '8.26'], ['-388.0', '-271.0', '1080.75']]
['1', ['36.25', '8.26'], ['-388.0', '-271.0', '1080.75']]
['1', ['36.25', '8.26'], ['-388.0', '-271.0', '1080.75']]
['1', ['36.25', '8.26'], ['-388.0', '-271.0', '1080.75']]
['1', ['36.25', '8.26'], ['-388.0', '-271.0', '1080.75']]
['1', ['36.25', '8.26'], ['-388.0', '-271.0', '1080.75']]
['1', ['36.25', '8.26'], ['-388.0', '-271.0', '1080.75']]
['1', ['36.25', '8.26'], ['-388.0', '-271.0', '1080.75']]
['1', ['36.25', '8.26'], ['-388.0', '-271.0', '1080.75']]
['1', ['36.25', '8.26'], ['-388.0', '-271.0', '1080.75']]
['1', ['36.25', '8.26'], ['-388.0', '-271.0', '1080.75']]
['1', ['36.25', '8.26'], ['-388.0', '-271.0', '1080.75']]
['1', ['36.25', '8.26'], ['-388.0', '-271.0', '1080.75']]
['1', ['36.25', '8.26'], ['-388.0', '-271.0', '1080.75']]
['1', ['36.25', '7.59'], ['-433.25', '-211.0', '1089.5']]
['1', ['36.25', '7.59'], ['-433.25', '-211.0', '1089.5']]
['1', ['36.25', '7.59'], ['-433.25', '-211.0', '1089.5']]
['1', ['36.25', '7.59'], ['-433.25', '-211.0', '1089.5']]
['1', ['36.25', '7.59'], ['-433.25', '-211.0', '1089.5']]
['1', ['36.25', '7.59'], ['-433.25', '-211.0', '1089.5']]
['1', ['36.25', '7.59'], ['-433.25', '-211.0', '1089.5']]
['1', ['36.25', '7.59'], ['-433.25', '-211.0', '1089.5']]
['1', ['36.25', '7.59'], ['-433.25', '-211.0', '1089.5']]
['1', ['36.25', '7.59'], ['-433.25', '-211.0', '1089.5']]
['1', ['36.25', '7.59'], ['-433.25', '-211.0', '1089.5']]
['1', ['36.25', '7.59'], ['-433.25', '-211.0', '1089.5']]
['1', ['36.25', '7.59'], ['-433.25', '-211.0', '1089.5']]
['1', ['36.25', '7.59'], ['-433.25', '-211.0', '1089.5']]
['1', ['36.25', '7.59'], ['-433.25', '-211.0', '1089.5']]
['1', ['36.25', '7.59'], ['-433.25', '-211.0', '1089.5']]
['1', ['36.25', '7.59'], ['-433.25', '-211.0', '1089.5']]
['1', ['36.25', '7.59'], ['-433.25', '-211.0', '1089.5']]
['1', ['36.25', '7.59'], ['-433.25', '-211.0', '1089.5']]
['1', ['36.25', '7.07'], ['-440.0', '-170.25', '1117.75']]
['1', ['36.25', '7.07'], ['-440.0', '-170.25', '1117.75']]
['1', ['36.25', '7.07'], ['-440.0', '-170.25', '1117.75']]
['1', ['36.25', '7.07'], ['-440.0', '-170.25', '1117.75']]
['1', ['36.25', '7.07'], ['-440.0', '-170.25', '1117.75']]
['1', ['36.25', '7.07'], ['-440.0', '-170.25', '1117.75']]
['1', ['36.25', '7.07'], ['-440.0', '-170.25', '1117.75']]
['1', ['36.25', '7.07'], ['-440.0', '-170.25', '1117.75']]
['1', ['36.25', '7.07'], ['-440.0', '-170.25', '1117.75']]
['1', ['36.25', '6.82'], ['-418.25', '-164.0', '1121.5']]
['1', ['36.25', '6.82'], ['-418.25', '-164.0', '1121.5']]
['1', ['36.25', '6.82'], ['-418.25', '-164.0', '1121.5']]
['1', ['36.25', '6.82'], ['-418.25', '-164.0', '1121.5']]
['1', ['36.25', '6.82'], ['-418.25', '-164.0', '1121.5']]
['1', ['36.25', '6.82'], ['-418.25', '-164.0', '1121.5']]
['1', ['36.25', '6.82'], ['-418.25', '-164.0', '1121.5']]
['1', ['36.25', '6.82'], ['-418.25', '-164.0', '1121.5']]
['1', ['36.25', '6.82'], ['-418.25', '-164.0', '1121.5']]
['1', ['36.25', '6.82'], ['-418.25', '-164.0', '1121.5']]
['1', ['36.25', '6.82'], ['-418.25', '-164.0', '1121.5']]
['1', ['36.25', '6.82'], ['-418.25', '-164.0', '1121.5']]
['1', ['36.25', '6.82'], ['-418.25', '-164.0', '1121.5']]
['1', ['36.25', '6.82'], ['-418.25', '-164.0', '1121.5']]
['1', ['36.25', '6.82'], ['-418.25', '-164.0', '1121.5']]
['1', ['36.25', '6.82'], ['-418.25', '-164.0', '1121.5']]
['1', ['36.25', '6.82'], ['-418.25', '-164.0', '1121.5']]
['1', ['36.25', '6.82'], ['-418.25', '-164.0', '1121.5']]
['1', ['36.25', '6.82'], ['-418.25', '-164.0', '1121.5']]
['1', ['36.25', '6.82'], ['-418.25', '-164.0', '1121.5']]
['1', ['36.25', '6.68'], ['-416.5', '-160.5', '1129.75']]
['1', ['36.25', '6.68'], ['-416.5', '-160.5', '1129.75']]
['1', ['36.25', '6.68'], ['-416.5', '-160.5', '1129.75']]
['1', ['36.25', '6.68'], ['-416.5', '-160.5', '1129.75']]
['1', ['36.25', '6.68'], ['-416.5', '-160.5', '1129.75']]
['1', ['36.25', '6.68'], ['-416.5', '-160.5', '1129.75']]
['1', ['36.25', '6.68'], ['-416.5', '-160.5', '1129.75']]
['1', ['36.25', '6.68'], ['-416.5', '-160.5', '1129.75']]
['1', ['36.25', '6.68'], ['-416.5', '-160.5', '1129.75']]
['1', ['36.25', '6.68'], ['-416.5', '-160.5', '1129.75']]
['1', ['36.25', '6.68'], ['-416.5', '-160.5', '1129.75']]
['1', ['36.25', '6.68'], ['-416.5', '-160.5', '1129.75']]
['1', ['36.25', '6.68'], ['-416.5', '-160.5', '1129.75']]
['1', ['36.25', '6.68'], ['-416.5', '-160.5', '1129.75']]
['1', ['36.25', '6.68'], ['-416.5', '-160.5', '1129.75']]
['1', ['36.25', '6.68'], ['-416.5', '-160.5', '1129.75']]
['1', ['36.25', '6.68'], ['-416.5', '-160.5', '1129.75']]
['1', ['36.25', '6.68'], ['-416.5', '-160.5', '1129.75']]
['1', ['36.25', '6.68'], ['-416.5', '-160.5', '1129.75']]
['1', ['36.25', '6.68'], ['-416.5', '-160.5', '1129.75']]
['1', ['36.25', '6.46'], ['-388.5', '-153.25', '1125.5']]
['1', ['36.25', '6.46'], ['-388.5', '-153.25', '1125.5']]
['1', ['36.25', '6.46'], ['-388.5', '-153.25', '1125.5']]
['1', ['36.25', '6.46'], ['-388.5', '-153.25', '1125.5']]
['1', ['36.25', '6.46'], ['-388.5', '-153.25', '1125.5']]
['1', ['36.25', '6.46'], ['-388.5', '-153.25', '1125.5']]
['1', ['36.25', '6.46'], ['-388.5', '-153.25', '1125.5']]
['1', ['36.25', '6.46'], ['-388.5', '-153.25', '1125.5']]
['1', ['36.25', '6.46'], ['-388.5', '-153.25', '1125.5']]
['1', ['36.25', '6.46'], ['-388.5', '-153.25', '1125.5']]
['1', ['36.25', '6.23'], ['-370.75', '-140.0', '1130.0']]
['1', ['36.25', '6.23'], ['-370.75', '-140.0', '1130.0']]
['1', ['36.25', '6.23'], ['-370.75', '-140.0', '1130.0']]
['1', ['36.25', '6.23'], ['-370.75', '-140.0', '1130.0']]
['1', ['36.25', '6.23'], ['-370.75', '-140.0', '1130.0']]
['1', ['36.25', '6.23'], ['-370.75', '-140.0', '1130.0']]
['1', ['36.25', '6.23'], ['-370.75', '-140.0', '1130.0']]
['1', ['36.25', '6.23'], ['-370.75', '-140.0', '1130.0']]
['1', ['36.25', '6.23'], ['-370.75', '-140.0', '1130.0']]
['1', ['36.25', '6.17'], ['-354.25', '-138.5', '1124.75']]
['1', ['36.25', '6.17'], ['-354.25', '-138.5', '1124.75']]
['1', ['36.25', '6.17'], ['-354.25', '-138.5', '1124.75']]
['1', ['36.25', '6.17'], ['-354.25', '-138.5', '1124.75']]
['1', ['36.25', '6.17'], ['-354.25', '-138.5', '1124.75']]
['1', ['36.25', '6.17'], ['-354.25', '-138.5', '1124.75']]
['1', ['36.25', '6.17'], ['-354.25', '-138.5', '1124.75']]
['1', ['36.25', '6.17'], ['-354.25', '-138.5', '1124.75']]
['1', ['36.25', '6.17'], ['-354.25', '-138.5', '1124.75']]
['1', ['36.25', '6.17'], ['-354.25', '-138.5', '1124.75']]
['1', ['36.25', '6.17'], ['-354.25', '-138.5', '1124.75']]
['1', ['36.25', '6.17'], ['-354.25', '-138.5', '1124.75']]
['1', ['36.25', '6.17'], ['-354.25', '-138.5', '1124.75']]
['1', ['36.25', '6.17'], ['-354.25', '-138.5', '1124.75']]
['1', ['36.25', '6.17'], ['-354.25', '-138.5', '1124.75']]
['1', ['36.25', '6.17'], ['-354.25', '-138.5', '1124.75']]
['1', ['36.25', '6.17'], ['-354.25', '-138.5', '1124.75']]
['1', ['36.25', '6.17'], ['-354.25', '-138.5', '1124.75']]
['1', ['36.25', '6.17'], ['-354.25', '-138.5', '1124.75']]
['1', ['36.25', '6.17'], ['-354.25', '-138.5', '1124.75']]
['1', ['36.25', '6.17'], ['-354.25', '-138.5', '1124.75']]
['1', ['36.25', '6.17'], ['-354.25', '-138.5', '1124.75']]
['1', ['36.25', '5.96'], ['-319.75', '-119.25', '1105.25']]
['1', ['36.25', '5.96'], ['-319.75', '-119.25', '1105.25']]
['1', ['36.25', '5.96'], ['-319.75', '-119.25', '1105.25']]
['1', ['36.25', '5.96'], ['-319.75', '-119.25', '1105.25']]
['1', ['36.25', '5.96'], ['-319.75', '-119.25', '1105.25']]
['1', ['36.25', '5.96'], ['-319.75', '-119.25', '1105.25']]
['1', ['36.25', '5.96'], ['-319.75', '-119.25', '1105.25']]
['1', ['36.25', '5.96'], ['-319.75', '-119.25', '1105.25']]
['1', ['36.25', '5.96'], ['-319.75', '-119.25', '1105.25']]
['1', ['36.25', '5.96'], ['-319.75', '-119.25', '1105.25']]
['1', ['36.25', '5.96'], ['-319.75', '-119.25', '1105.25']]
['1', ['36.25', '5.96'], ['-319.75', '-119.25', '1105.25']]
['1', ['36.25', '5.96'], ['-319.75', '-119.25', '1105.25']]
['1', ['36.25', '5.96'], ['-319.75', '-119.25', '1105.25']]
['1', ['36.25', '5.96'], ['-319.75', '-119.25', '1105.25']]
['1', ['36.25', '5.96'], ['-319.75', '-119.25', '1105.25']]
['1', ['36.25', '5.96'], ['-319.75', '-119.25', '1105.25']]
['1', ['36.25', '5.56'], ['-278.0', '-107.75', '1098.75']]
['1', ['36.25', '5.56'], ['-278.0', '-107.75', '1098.75']]
['1', ['36.25', '5.56'], ['-278.0', '-107.75', '1098.75']]
['1', ['36.25', '5.56'], ['-278.0', '-107.75', '1098.75']]
['1', ['36.25', '5.56'], ['-278.0', '-107.75', '1098.75']]
['1', ['36.25', '5.56'], ['-278.0', '-107.75', '1098.75']]
['1', ['36.25', '5.56'], ['-278.0', '-107.75', '1098.75']]
['1', ['36.25', '5.56'], ['-278.0', '-107.75', '1098.75']]
['1', ['36.25', '5.56'], ['-278.0', '-107.75', '1098.75']]
['1', ['36.25', '5.56'], ['-278.0', '-107.75', '1098.75']]
['1', ['36.25', '5.56'], ['-278.0', '-107.75', '1098.75']]
['1', ['36.25', '5.56'], ['-278.0', '-107.75', '1098.75']]
['1', ['36.25', '5.56'], ['-278.0', '-107.75', '1098.75']]
['1', ['36.25', '5.56'], ['-278.0', '-107.75', '1098.75']]
['1', ['36.25', '5.56'], ['-278.0', '-107.75', '1098.75']]
['1', ['36.25', '5.56'], ['-278.0', '-107.75', '1098.75']]
['1', ['36.25', '5.56'], ['-278.0', '-107.75', '1098.75']]
['1', ['36.25', '5.56'], ['-278.0', '-107.75', '1098.75']]
['1', ['36.25', '5.56'], ['-278.0', '-107.75', '1098.75']]
['1', ['36.25', '5.56'], ['-278.0', '-107.75', '1098.75']]
['1', ['36.25', '5.14'], ['-227.75', '-91.5', '1069.75']]
['1', ['36.25', '5.14'], ['-227.75', '-91.5', '1069.75']]
['1', ['36.25', '5.14'], ['-227.75', '-91.5', '1069.75']]
['1', ['36.25', '5.14'], ['-227.75', '-91.5', '1069.75']]
['1', ['36.25', '5.14'], ['-227.75', '-91.5', '1069.75']]
['1', ['36.25', '5.14'], ['-227.75', '-91.5', '1069.75']]
['1', ['36.25', '5.14'], ['-227.75', '-91.5', '1069.75']]
['1', ['36.25', '5.14'], ['-227.75', '-91.5', '1069.75']]
['1', ['36.25', '5.14'], ['-227.75', '-91.5', '1069.75']]
['1', ['36.25', '5.06'], ['-203.5', '-88.25', '1046.5']]
['1', ['36.25', '5.06'], ['-203.5', '-88.25', '1046.5']]
['1', ['36.25', '5.06'], ['-203.5', '-88.25', '1046.5']]
['1', ['36.25', '5.06'], ['-203.5', '-88.25', '1046.5']]
['1', ['36.25', '5.06'], ['-203.5', '-88.25', '1046.5']]
['1', ['36.25', '5.06'], ['-203.5', '-88.25', '1046.5']]
['1', ['36.25', '5.06'], ['-203.5', '-88.25', '1046.5']]
['1', ['36.25', '5.06'], ['-203.5', '-88.25', '1046.5']]
['1', ['36.25', '5.06'], ['-203.5', '-88.25', '1046.5']]
['1', ['36.25', '5.06'], ['-203.5', '-88.25', '1046.5']]
['1', ['36.25', '5.06'], ['-203.5', '-88.25', '1046.5']]
['1', ['36.25', '5.06'], ['-203.5', '-88.25', '1046.5']]
['1', ['36.25', '5.06'], ['-203.5', '-88.25', '1046.5']]
['1', ['36.25', '5.06'], ['-203.5', '-88.25', '1046.5']]
['1', ['36.25', '5.06'], ['-203.5', '-88.25', '1046.5']]
['1', ['36.25', '5.06'], ['-203.5', '-88.25', '1046.5']]
['1', ['36.25', '5.06'], ['-203.5', '-88.25', '1046.5']]
['1', ['36.25', '5.06'], ['-203.5', '-88.25', '1046.5']]
['1', ['36.25', '4.15'], ['-142.33', '-60.33', '1243.0']]
['1', ['36.25', '4.15'], ['-142.33', '-60.33', '1243.0']]
['1', ['36.25', '4.15'], ['-142.33', '-60.33', '1243.0']]
['1', ['36.25', '4.15'], ['-142.33', '-60.33', '1243.0']]
['1', ['36.25', '4.15'], ['-142.33', '-60.33', '1243.0']]
['1', ['36.25', '4.15'], ['-142.33', '-60.33', '1243.0']]
['1', ['36.25', '4.15'], ['-142.33', '-60.33', '1243.0']]
['1', ['36.25', '4.15'], ['-142.33', '-60.33', '1243.0']]
['1', ['36.25', '4.15'], ['-142.33', '-60.33', '1243.0']]
['1', ['36.25', '4.15'], ['-142.33', '-60.33', '1243.0']]
['1', ['36.25', '4.15'], ['-142.33', '-60.33', '1243.0']]
['1', ['36.25', '4.15'], ['-142.33', '-60.33', '1243.0']]
['1', ['36.25', '4.15'], ['-142.33', '-60.33', '1243.0']]
['1', ['36.25', '4.15'], ['-142.33', '-60.33', '1243.0']]
['1', ['36.25', '4.15'], ['-142.33', '-60.33', '1243.0']]
['1', ['36.25', '4.15'], ['-142.33', '-60.33', '1243.0']]
['1', ['36.25', '4.15'], ['-142.33', '-60.33', '1243.0']]
['1', ['36.25', '4.15'], ['-142.33', '-60.33', '1243.0']]
['1', ['36.25', '4.15'], ['-142.33', '-60.33', '1243.0']]
['1', ['36.25', '4.15'], ['-142.33', '-60.33', '1243.0']]
['1', ['36.25', '4.15'], ['-142.33', '-60.33', '1243.0']]
['1', ['36.25', '4.15'], ['-142.33', '-60.33', '1243.0']]
['1', ['36.25', '4.15'], ['-142.33', '-60.33', '1243.0']]
['1', ['36.25', '4.15'], ['-142.33', '-60.33', '1243.0']]
['1', ['36.25', '4.15'], ['-142.33', '-60.33', '1243.0']]
['1', ['36.25', '4.15'], ['-142.33', '-60.33', '1243.0']]
['1', ['36.25', '4.15'], ['-142.33', '-60.33', '1243.0']]
['1', ['36.25', '4.15'], ['-142.33', '-60.33', '1243.0']]
['1', ['36.25', '3.82'], ['-32.33', '-63.33', '1128.0']]
['1', ['36.25', '3.82'], ['-32.33', '-63.33', '1128.0']]
['1', ['36.25', '3.82'], ['-32.33', '-63.33', '1128.0']]
['1', ['36.25', '3.82'], ['-32.33', '-63.33', '1128.0']]
['1', ['36.25', '3.82'], ['-32.33', '-63.33', '1128.0']]
['1', ['36.25', '3.82'], ['-32.33', '-63.33', '1128.0']]
['1', ['36.25', '3.82'], ['-32.33', '-63.33', '1128.0']]
['1', ['36.25', '3.82'], ['-32.33', '-63.33', '1128.0']]
['1', ['36.25', '3.82'], ['-32.33', '-63.33', '1128.0']]
['1', ['36.25', '3.82'], ['-32.33', '-63.33', '1128.0']]
['1', ['36.25', '3.82'], ['-32.33', '-63.33', '1128.0']]
['1', ['36.25', '3.82'], ['-32.33', '-63.33', '1128.0']]
['1', ['36.25', '3.82'], ['-32.33', '-63.33', '1128.0']]
['1', ['36.25', '3.82'], ['-32.33', '-63.33', '1128.0']]
['1', ['36.25', '3.82'], ['-32.33', '-63.33', '1128.0']]
['1', ['36.25', '3.82'], ['-32.33', '-63.33', '1128.0']]
['1', ['36.25', '3.82'], ['-32.33', '-63.33', '1128.0']]
['1', ['36.25', '3.82'], ['-32.33', '-63.33', '1128.0']]
['1', ['36.25', '3.82'], ['-32.33', '-63.33', '1128.0']]
['1', ['36.25', '2.95'], ['81.5', '-5.5', '1224.5']]
['1', ['36.25', '2.95'], ['81.5', '-5.5', '1224.5']]
['1', ['36.25', '2.95'], ['81.5', '-5.5', '1224.5']]
['1', ['36.25', '2.95'], ['81.5', '-5.5', '1224.5']]
['1', ['36.25', '2.95'], ['81.5', '-5.5', '1224.5']]
['1', ['36.25', '2.95'], ['81.5', '-5.5', '1224.5']]
['1', ['36.25', '2.95'], ['81.5', '-5.5', '1224.5']]
['1', ['36.25', '2.95'], ['81.5', '-5.5', '1224.5']]
['1', ['36.25', '2.95'], ['81.5', '-5.5', '1224.5']]
