['1', ['36.25', '9.19'], ['-546.25', '-245.75', '1464.75']]
['1', ['36.25', '8.52'], ['-398.5', '-431.5', '1237.25']]
['1', ['36.25', '8.52'], ['-398.5', '-431.5', '1237.25']]
['1', ['36.25', '8.52'], ['-398.5', '-431.5', '1237.25']]
['1', ['36.25', '8.52'], ['-398.5', '-431.5', '1237.25']]
['1', ['36.25', '8.52'], ['-398.5', '-431.5', '1237.25']]
['1', ['36.25', '8.52'], ['-398.5', '-431.5', '1237.25']]
['1', ['36.25', '8.52'], ['-398.5', '-431.5', '1237.25']]
['1', ['36.25', '8.52'], ['-398.5', '-431.5', '1237.25']]
['1', ['36.25', '8.52'], ['-398.5', '-431.5', '1237.25']]
['1', ['36.25', '8.52'], ['-398.5', '-431.5', '1237.25']]
['1', ['36.25', '8.52'], ['-398.5', '-431.5', '1237.25']]
['1', ['36.25', '8.52'], ['-398.5', '-431.5', '1237.25']]
['1', ['36.25', '8.52'], ['-398.5', '-431.5', '1237.25']]
['1', ['36.25', '8.52'], ['-398.5', '-431.5', '1237.25']]
['1', ['36.25', '8.52'], ['-398.5', '-431.5', '1237.25']]
['1', ['36.25', '8.16'], ['-420.0', '-382.75', '1246.0']]
['1', ['36.25', '8.16'], ['-420.0', '-382.75', '1246.0']]
['1', ['36.25', '8.16'], ['-420.0', '-382.75', '1246.0']]
['1', ['36.25', '8.16'], ['-420.0', '-382.75', '1246.0']]
['1', ['36.25', '8.16'], ['-420.0', '-382.75', '1246.0']]
['1', ['36.25', '8.16'], ['-420.0', '-382.75', '1246.0']]
['1', ['36.25', '8.16'], ['-420.0', '-382.75', '1246.0']]
['1', ['36.25', '8.16'], ['-420.0', '-382.75', '1246.0']]
['1', ['36.25', '8.16'], ['-420.0', '-382.75', '1246.0']]
['1', ['36.25', '8.53'], ['-441.75', '-331.25', '1268.5']]
['1', ['36.25', '8.53'], ['-441.75', '-331.25', '1268.5']]
['1', ['36.25', '8.53'], ['-441.75', '-331.25', '1268.5']]
['1', ['36.25', '8.53'], ['-441.75', '-331.25', '1268.5']]
['1', ['36.25', '8.53'], ['-441.75', '-331.25', '1268.5']]
['1', ['36.25', '8.53'], ['-441.75', '-331.25', '1268.5']]
['1', ['36.25', '8.53'], ['-441.75', '-331.25', '1268.5']]
['1', ['36.25', '8.53'], ['-441.75', '-331.25', '1268.5']]
['1', ['36.25', '8.53'], ['-441.75', '-331.25', '1268.5']]
['1', ['36.25', '8.53'], ['-441.75', '-331.25', '1268.5']]
['1', ['36.25', '8.53'], ['-441.75', '-331.25', '1268.5']]
['1', ['36.25', '8.53'], ['-441.75', '-331.25', '1268.5']]
['1', ['36.25', '8.53'], ['-441.75', '-331.25', '1268.5']]
['1', ['36.25', '8.53'], ['-441.75', '-331.25', '1268.5']]
['1', ['36.25', '8.53'], ['-441.75', '-331.25', '1268.5']]
['1', ['36.25', '8.53'], ['-441.75', '-331.25', '1268.5']]
['1', ['36.25', '8.53'], ['-441.75', '-331.25', '1268.5']]
['1', ['36.25', '8.53'], ['-441.75', '-331.25', '1268.5']]
['1', ['36.25', '8.53'], ['-441.75', '-331.25', '1268.5']]
['1', ['36.25', '8.53'], ['-441.75', '-331.25', '1268.5']]
['1', ['36.25', '8.53'], ['-441.75', '-331.25', '1268.5']]
['1', ['36.25', '8.53'], ['-441.75', '-331.25', '1268.5']]
['1', ['36.25', '8.53'], ['-441.75', '-331.25', '1268.5']]
['1', ['36.25', '8.53'], ['-441.75', '-331.25', '1268.5']]
['1', ['36.25', '8.53'], ['-441.75', '-331.25', '1268.5']]
['1', ['36.25', '8.53'], ['-441.75', '-331.25', '1268.5']]
['1', ['36.25', '8.53'], ['-441.75', '-331.25', '1268.5']]
['1', ['36.25', '8.53'], ['-441.75', '-331.25', '1268.5']]
['1', ['36.25', '8.36'], ['-475.25', '-301.5', '1261.5']]
['1', ['36.25', '8.36'], ['-475.25', '-301.5', '1261.5']]
['1', ['36.25', '8.36'], ['-475.25', '-301.5', '1261.5']]
['1', ['36.25', '8.36'], ['-475.25', '-301.5', '1261.5']]
['1', ['36.25', '8.36'], ['-475.25', '-301.5', '1261.5']]
['1', ['36.25', '8.36'], ['-475.25', '-301.5', '1261.5']]
['1', ['36.25', '8.36'], ['-475.25', '-301.5', '1261.5']]
['1', ['36.25', '8.36'], ['-475.25', '-301.5', '1261.5']]
['1', ['36.25', '8.36'], ['-475.25', '-301.5', '1261.5']]
['1', ['36.25', '8.36'], ['-475.25', '-301.5', '1261.5']]
['1', ['36.25', '7.45'], ['-535.0', '-203.75', '1271.5']]
['1', ['36.25', '7.45'], ['-535.0', '-203.75', '1271.5']]
['1', ['36.25', '7.45'], ['-535.0', '-203.75', '1271.5']]
['1', ['36.25', '7.45'], ['-535.0', '-203.75', '1271.5']]
['1', ['36.25', '7.45'], ['-535.0', '-203.75', '1271.5']]
['1', ['36.25', '7.45'], ['-535.0', '-203.75', '1271.5']]
['1', ['36.25', '7.45'], ['-535.0', '-203.75', '1271.5']]
['1', ['36.25', '7.45'], ['-535.0', '-203.75', '1271.5']]
['1', ['36.25', '7.45'], ['-535.0', '-203.75', '1271.5']]
['1', ['36.25', '7.45'], ['-535.0', '-203.75', '1271.5']]
['1', ['36.25', '7.45'], ['-535.0', '-203.75', '1271.5']]
['1', ['36.25', '7.45'], ['-535.0', '-203.75', '1271.5']]
['1', ['36.25', '7.45'], ['-535.0', '-203.75', '1271.5']]
['1', ['36.25', '7.45'], ['-535.0', '-203.75', '1271.5']]
['1', ['36.25', '7.45'], ['-535.0', '-203.75', '1271.5']]
['1', ['36.25', '7.45'], ['-535.0', '-203.75', '1271.5']]
['1', ['36.25', '7.45'], ['-535.0', '-203.75', '1271.5']]
['1', ['36.25', '7.45'], ['-535.0', '-203.75', '1271.5']]
['1', ['36.25', '7.45'], ['-535.0', '-203.75', '1271.5']]
['1', ['36.25', '7.45'], ['-535.0', '-203.75', '1271.5']]
['1', ['36.25', '7.45'], ['-535.0', '-203.75', '1271.5']]
['1', ['36.25', '7.45'], ['-535.0', '-203.75', '1271.5']]
['1', ['36.25', '7.45'], ['-535.0', '-203.75', '1271.5']]
['1', ['36.25', '7.45'], ['-535.0', '-203.75', '1271.5']]
['1', ['36.25', '7.45'], ['-535.0', '-203.75', '1271.5']]
['1', ['36.25', '7.45'], ['-535.0', '-203.75', '1271.5']]
['1', ['36.25', '7.45'], ['-535.0', '-203.75', '1271.5']]
['1', ['36.25', '7.45'], ['-535.0', '-203.75', '1271.5']]
['1', ['36.25', '7.15'], ['-552.25', '-198.0', '1268.25']]
['1', ['36.25', '7.15'], ['-552.25', '-198.0', '1268.25']]
['1', ['36.25', '7.15'], ['-552.25', '-198.0', '1268.25']]
['1', ['36.25', '7.15'], ['-552.25', '-198.0', '1268.25']]
['1', ['36.25', '7.15'], ['-552.25', '-198.0', '1268.25']]
['1', ['36.25', '7.15'], ['-552.25', '-198.0', '1268.25']]
['1', ['36.25', '7.15'], ['-552.25', '-198.0', '1268.25']]
['1', ['36.25', '7.15'], ['-552.25', '-198.0', '1268.25']]
['1', ['36.25', '7.15'], ['-552.25', '-198.0', '1268.25']]
['1', ['36.25', '7.15'], ['-552.25', '-198.0', '1268.25']]
['1', ['36.25', '6.84'], ['-541.25', '-160.0', '1280.75']]
['1', ['36.25', '6.84'], ['-541.25', '-160.0', '1280.75']]
['1', ['36.25', '6.84'], ['-541.25', '-160.0', '1280.75']]
['1', ['36.25', '6.84'], ['-541.25', '-160.0', '1280.75']]
['1', ['36.25', '6.84'], ['-541.25', '-160.0', '1280.75']]
['1', ['36.25', '6.84'], ['-541.25', '-160.0', '1280.75']]
['1', ['36.25', '6.84'], ['-541.25', '-160.0', '1280.75']]
['1', ['36.25', '6.84'], ['-541.25', '-160.0', '1280.75']]
['1', ['36.25', '6.84'], ['-541.25', '-160.0', '1280.75']]
['1', ['36.25', '6.84'], ['-541.25', '-160.0', '1280.75']]
['1', ['36.25', '6.84'], ['-541.25', '-160.0', '1280.75']]
['1', ['36.25', '6.84'], ['-541.25', '-160.0', '1280.75']]
['1', ['36.25', '6.84'], ['-541.25', '-160.0', '1280.75']]
['1', ['36.25', '6.84'], ['-541.25', '-160.0', '1280.75']]
['1', ['36.25', '6.84'], ['-541.25', '-160.0', '1280.75']]
['1', ['36.25', '6.84'], ['-541.25', '-160.0', '1280.75']]
['1', ['36.25', '6.84'], ['-541.25', '-160.0', '1280.75']]
['1', ['36.25', '6.84'], ['-541.25', '-160.0', '1280.75']]
['1', ['36.25', '6.84'], ['-541.25', '-160.0', '1280.75']]
['1', ['36.25', '6.7'], ['-540.75', '-173.0', '1288.5']]
['1', ['36.25', '6.7'], ['-540.75', '-173.0', '1288.5']]
['1', ['36.25', '6.7'], ['-540.75', '-173.0', '1288.5']]
['1', ['36.25', '6.7'], ['-540.75', '-173.0', '1288.5']]
['1', ['36.25', '6.7'], ['-540.75', '-173.0', '1288.5']]
['1', ['36.25', '6.7'], ['-540.75', '-173.0', '1288.5']]
['1', ['36.25', '6.7'], ['-540.75', '-173.0', '1288.5']]
['1', ['36.25', '6.7'], ['-540.75', '-173.0', '1288.5']]
['1', ['36.25', '6.7'], ['-540.75', '-173.0', '1288.5']]
['1', ['36.25', '6.79'], ['-528.25', '-186.75', '1286.25']]
['1', ['36.25', '6.79'], ['-528.25', '-186.75', '1286.25']]
['1', ['36.25', '6.79'], ['-528.25', '-186.75', '1286.25']]
['1', ['36.25', '6.79'], ['-528.25', '-186.75', '1286.25']]
['1', ['36.25', '6.79'], ['-528.25', '-186.75', '1286.25']]
['1', ['36.25', '6.79'], ['-528.25', '-186.75', '1286.25']]
['1', ['36.25', '6.79'], ['-528.25', '-186.75', '1286.25']]
['1', ['36.25', '6.79'], ['-528.25', '-186.75', '1286.25']]
['1', ['36.25', '6.79'], ['-528.25', '-186.75', '1286.25']]
['1', ['36.25', '6.79'], ['-528.25', '-186.75', '1286.25']]
['1', ['36.25', '6.79'], ['-528.25', '-186.75', '1286.25']]
['1', ['36.25', '6.79'], ['-528.25', '-186.75', '1286.25']]
['1', ['36.25', '6.79'], ['-528.25', '-186.75', '1286.25']]
['1', ['36.25', '6.79'], ['-528.25', '-186.75', '1286.25']]
['1', ['36.25', '6.79'], ['-528.25', '-186.75', '1286.25']]
['1', ['36.25', '6.79'], ['-528.25', '-186.75', '1286.25']]
['1', ['36.25', '6.79'], ['-528.25', '-186.75', '1286.25']]
['1', ['36.25', '6.79'], ['-528.25', '-186.75', '1286.25']]
['1', ['36.25', '6.79'], ['-528.25', '-186.75', '1286.25']]
['1', ['36.25', '6.58'], ['-520.0', '-150.75', '1288.0']]
['1', ['36.25', '6.58'], ['-520.0', '-150.75', '1288.0']]
['1', ['36.25', '6.58'], ['-520.0', '-150.75', '1288.0']]
['1', ['36.25', '6.58'], ['-520.0', '-150.75', '1288.0']]
['1', ['36.25', '6.58'], ['-520.0', '-150.75', '1288.0']]
['1', ['36.25', '6.58'], ['-520.0', '-150.75', '1288.0']]
['1', ['36.25', '6.58'], ['-520.0', '-150.75', '1288.0']]
['1', ['36.25', '6.58'], ['-520.0', '-150.75', '1288.0']]
['1', ['36.25', '6.58'], ['-520.0', '-150.75', '1288.0']]
['1', ['36.25', '6.58'], ['-520.0', '-150.75', '1288.0']]
['1', ['36.25', '6.58'], ['-520.0', '-150.75', '1288.0']]
['1', ['36.25', '6.58'], ['-520.0', '-150.75', '1288.0']]
['1', ['36.25', '6.58'], ['-520.0', '-150.75', '1288.0']]
['1', ['36.25', '6.58'], ['-520.0', '-150.75', '1288.0']]
['1', ['36.25', '6.58'], ['-520.0', '-150.75', '1288.0']]
['1', ['36.25', '6.58'], ['-520.0', '-150.75', '1288.0']]
['1', ['36.25', '6.58'], ['-520.0', '-150.75', '1288.0']]
['1', ['36.25', '6.58'], ['-520.0', '-150.75', '1288.0']]
['1', ['36.25', '6.58'], ['-520.0', '-150.75', '1288.0']]
['1', ['36.25', '6.37'], ['-513.75', '-147.75', '1290.0']]
['1', ['36.25', '6.37'], ['-513.75', '-147.75', '1290.0']]
['1', ['36.25', '6.37'], ['-513.75', '-147.75', '1290.0']]
['1', ['36.25', '6.37'], ['-513.75', '-147.75', '1290.0']]
['1', ['36.25', '6.37'], ['-513.75', '-147.75', '1290.0']]
['1', ['36.25', '6.37'], ['-513.75', '-147.75', '1290.0']]
['1', ['36.25', '6.37'], ['-513.75', '-147.75', '1290.0']]
['1', ['36.25', '6.37'], ['-513.75', '-147.75', '1290.0']]
['1', ['36.25', '6.37'], ['-513.75', '-147.75', '1290.0']]
['1', ['36.25', '6.37'], ['-513.75', '-147.75', '1290.0']]
['1', ['36.25', '6.37'], ['-513.75', '-147.75', '1290.0']]
['1', ['36.25', '6.37'], ['-513.75', '-147.75', '1290.0']]
['1', ['36.25', '6.37'], ['-513.75', '-147.75', '1290.0']]
['1', ['36.25', '6.37'], ['-513.75', '-147.75', '1290.0']]
['1', ['36.25', '6.37'], ['-513.75', '-147.75', '1290.0']]
['1', ['36.25', '6.37'], ['-513.75', '-147.75', '1290.0']]
['1', ['36.25', '6.37'], ['-513.75', '-147.75', '1290.0']]
['1', ['36.25', '6.34'], ['-502.25', '-141.25', '1285.25']]
['1', ['36.25', '6.34'], ['-502.25', '-141.25', '1285.25']]
['1', ['36.25', '6.34'], ['-502.25', '-141.25', '1285.25']]
['1', ['36.25', '6.34'], ['-502.25', '-141.25', '1285.25']]
['1', ['36.25', '6.34'], ['-502.25', '-141.25', '1285.25']]
['1', ['36.25', '6.34'], ['-502.25', '-141.25', '1285.25']]
['1', ['36.25', '6.34'], ['-502.25', '-141.25', '1285.25']]
['1', ['36.25', '6.34'], ['-502.25', '-141.25', '1285.25']]
['1', ['36.25', '6.3'], ['-498.0', '-153.5', '1281.5']]
['1', ['36.25', '6.3'], ['-498.0', '-153.5', '1281.5']]
['1', ['36.25', '6.3'], ['-498.0', '-153.5', '1281.5']]
['1', ['36.25', '6.3'], ['-498.0', '-153.5', '1281.5']]
['1', ['36.25', '6.3'], ['-498.0', '-153.5', '1281.5']]
['1', ['36.25', '6.3'], ['-498.0', '-153.5', '1281.5']]
['1', ['36.25', '6.3'], ['-498.0', '-153.5', '1281.5']]
['1', ['36.25', '6.3'], ['-498.0', '-153.5', '1281.5']]
['1', ['36.25', '6.3'], ['-498.0', '-153.5', '1281.5']]
['1', ['36.25', '5.97'], ['-470.5', '-116.75', '1270.0']]
['1', ['36.25', '5.97'], ['-470.5', '-116.75', '1270.0']]
['1', ['36.25', '5.97'], ['-470.5', '-116.75', '1270.0']]
['1', ['36.25', '5.97'], ['-470.5', '-116.75', '1270.0']]
['1', ['36.25', '5.97'], ['-470.5', '-116.75', '1270.0']]
['1', ['36.25', '5.97'], ['-470.5', '-116.75', '1270.0']]
['1', ['36.25', '5.97'], ['-470.5', '-116.75', '1270.0']]
['1', ['36.25', '5.97'], ['-470.5', '-116.75', '1270.0']]
['1', ['36.25', '5.97'], ['-470.5', '-116.75', '1270.0']]
['1', ['36.25', '5.97'], ['-470.5', '-116.75', '1270.0']]
['1', ['36.25', '5.97'], ['-470.5', '-116.75', '1270.0']]
['1', ['36.25', '5.97'], ['-470.5', '-116.75', '1270.0']]
['1', ['36.25', '5.97'], ['-470.5', '-116.75', '1270.0']]
['1', ['36.25', '5.97'], ['-470.5', '-116.75', '1270.0']]
['1', ['36.25', '5.97'], ['-470.5', '-116.75', '1270.0']]
['1', ['36.25', '5.97'], ['-470.5', '-116.75', '1270.0']]
['1', ['36.25', '5.97'], ['-470.5', '-116.75', '1270.0']]
['1', ['36.25', '5.97'], ['-470.5', '-116.75', '1270.0']]
['1', ['36.25', '5.97'], ['-470.5', '-116.75', '1270.0']]
['1', ['36.25', '5.97'], ['-470.5', '-116.75', '1270.0']]
['1', ['36.25', '5.97'], ['-470.5', '-116.75', '1270.0']]
['1', ['36.25', '5.97'], ['-470.5', '-116.75', '1270.0']]
['1', ['36.25', '5.97'], ['-470.5', '-116.75', '1270.0']]
['1', ['36.25', '5.97'], ['-470.5', '-116.75', '1270.0']]
['1', ['36.25', '5.97'], ['-470.5', '-116.75', '1270.0']]
['1', ['36.25', '5.97'], ['-470.5', '-116.75', '1270.0']]
['1', ['36.25', '5.97'], ['-470.5', '-116.75', '1270.0']]
['1', ['36.25', '5.97'], ['-470.5', '-116.75', '1270.0']]
['1', ['36.25', '5.97'], ['-470.5', '-116.75', '1270.0']]
['1', ['36.25', '5.83'], ['-462.0', '-111.0', '1275.0']]
['1', ['36.25', '5.83'], ['-462.0', '-111.0', '1275.0']]
['1', ['36.25', '5.83'], ['-462.0', '-111.0', '1275.0']]
['1', ['36.25', '5.83'], ['-462.0', '-111.0', '1275.0']]
['1', ['36.25', '5.83'], ['-462.0', '-111.0', '1275.0']]
['1', ['36.25', '5.83'], ['-462.0', '-111.0', '1275.0']]
['1', ['36.25', '5.83'], ['-462.0', '-111.0', '1275.0']]
['1', ['36.25', '5.83'], ['-462.0', '-111.0', '1275.0']]
['1', ['36.25', '5.83'], ['-462.0', '-111.0', '1275.0']]
['1', ['36.25', '5.83'], ['-462.0', '-111.0', '1275.0']]
['1', ['36.25', '5.83'], ['-462.0', '-111.0', '1275.0']]
['1', ['36.25', '5.58'], ['-429.75', '-114.75', '1257.75']]
['1', ['36.25', '5.58'], ['-429.75', '-114.75', '1257.75']]
['1', ['36.25', '5.58'], ['-429.75', '-114.75', '1257.75']]
['1', ['36.25', '5.58'], ['-429.75', '-114.75', '1257.75']]
['1', ['36.25', '5.58'], ['-429.75', '-114.75', '1257.75']]
['1', ['36.25', '5.58'], ['-429.75', '-114.75', '1257.75']]
['1', ['36.25', '5.58'], ['-429.75', '-114.75', '1257.75']]
['1', ['36.25', '5.58'], ['-429.75', '-114.75', '1257.75']]
['1', ['36.25', '5.58'], ['-429.75', '-114.75', '1257.75']]
['1', ['36.25', '5.58'], ['-429.75', '-114.75', '1257.75']]
['1', ['36.25', '5.58'], ['-429.75', '-114.75', '1257.75']]
['1', ['36.25', '5.34'], ['-393.0', '-100.0', '1237.5']]
['1', ['36.25', '5.34'], ['-393.0', '-100.0', '1237.5']]
['1', ['36.25', '5.34'], ['-393.0', '-100.0', '1237.5']]
['1', ['36.25', '5.34'], ['-393.0', '-100.0', '1237.5']]
['1', ['36.25', '5.34'], ['-393.0', '-100.0', '1237.5']]
['1', ['36.25', '5.34'], ['-393.0', '-100.0', '1237.5']]
['1', ['36.25', '5.34'], ['-393.0', '-100.0', '1237.5']]
['1', ['36.25', '5.34'], ['-393.0', '-100.0', '1237.5']]
['1', ['36.25', '5.34'], ['-393.0', '-100.0', '1237.5']]
['1', ['36.25', '5.34'], ['-393.0', '-100.0', '1237.5']]
['1', ['36.25', '5.34'], ['-393.0', '-100.0', '1237.5']]
['1', ['36.25', '5.34'], ['-393.0', '-100.0', '1237.5']]
['1', ['36.25', '5.34'], ['-393.0', '-100.0', '1237.5']]
['1', ['36.25', '5.34'], ['-393.0', '-100.0', '1237.5']]
['1', ['36.25', '5.34'], ['-393.0', '-100.0', '1237.5']]
['1', ['36.25', '5.34'], ['-393.0', '-100.0', '1237.5']]
['1', ['36.25', '5.34'], ['-393.0', '-100.0', '1237.5']]
['1', ['36.25', '4.88'], ['-333.75', '-78.5', '1223.25']]
['1', ['36.25', '4.88'], ['-333.75', '-78.5', '1223.25']]
['1', ['36.25', '4.88'], ['-333.75', '-78.5', '1223.25']]
['1', ['36.25', '4.88'], ['-333.75', '-78.5', '1223.25']]
['1', ['36.25', '4.88'], ['-333.75', '-78.5', '1223.25']]
['1', ['36.25', '4.88'], ['-333.75', '-78.5', '1223.25']]
['1', ['36.25', '4.88'], ['-333.75', '-78.5', '1223.25']]
['1', ['36.25', '4.88'], ['-333.75', '-78.5', '1223.25']]
['1', ['36.25', '4.88'], ['-333.75', '-78.5', '1223.25']]
['1', ['36.25', '4.88'], ['-333.75', '-78.5', '1223.25']]
['1', ['36.25', '4.88'], ['-333.75', '-78.5', '1223.25']]
