['1', ['36.25', '7.99'], ['-153.0', '-49.25', '614.5']]
['1', ['36.25', '7.99'], ['-153.0', '-49.25', '614.5']]
['1', ['36.25', '7.99'], ['-153.0', '-49.25', '614.5']]
['1', ['36.25', '7.99'], ['-153.0', '-49.25', '614.5']]
['1', ['36.25', '7.99'], ['-153.0', '-49.25', '614.5']]
['1', ['36.25', '7.99'], ['-153.0', '-49.25', '614.5']]
['1', ['36.25', '7.99'], ['-153.0', '-49.25', '614.5']]
['1', ['36.25', '7.99'], ['-153.0', '-49.25', '614.5']]
['1', ['36.25', '7.99'], ['-153.0', '-49.25', '614.5']]
['1', ['36.25', '7.99'], ['-153.0', '-49.25', '614.5']]
['1', ['36.25', '7.99'], ['-153.0', '-49.25', '614.5']]
['1', ['36.25', '7.99'], ['-153.0', '-49.25', '614.5']]
['1', ['36.25', '7.99'], ['-153.0', '-49.25', '614.5']]
['1', ['36.25', '7.99'], ['-153.0', '-49.25', '614.5']]
['1', ['36.25', '8.0'], ['-151.25', '-49.5', '615.5']]
['1', ['36.25', '8.0'], ['-151.25', '-49.5', '615.5']]
['1', ['36.25', '8.0'], ['-151.25', '-49.5', '615.5']]
['1', ['36.25', '8.0'], ['-151.25', '-49.5', '615.5']]
['1', ['36.25', '8.0'], ['-151.25', '-49.5', '615.5']]
['1', ['36.25', '8.0'], ['-151.25', '-49.5', '615.5']]
['1', ['36.25', '8.0'], ['-151.25', '-49.5', '615.5']]
['1', ['36.25', '8.0'], ['-151.25', '-49.5', '615.5']]
['1', ['36.25', '8.0'], ['-151.25', '-49.5', '615.5']]
['1', ['36.25', '8.0'], ['-151.25', '-49.5', '615.5']]
['1', ['36.25', '8.0'], ['-151.25', '-49.5', '615.5']]
['1', ['36.25', '8.0'], ['-151.25', '-49.5', '615.5']]
['1', ['36.25', '8.0'], ['-151.25', '-49.5', '615.5']]
['1', ['36.25', '8.0'], ['-151.25', '-49.5', '615.5']]
['1', ['36.25', '8.0'], ['-151.25', '-49.5', '615.5']]
['1', ['36.25', '8.0'], ['-151.25', '-49.5', '615.5']]
['1', ['36.25', '8.0'], ['-151.25', '-49.5', '615.5']]
['1', ['36.25', '8.0'], ['-151.25', '-49.5', '615.5']]
['1', ['36.25', '8.0'], ['-151.25', '-49.5', '615.5']]
['1', ['36.25', '8.0'], ['-151.25', '-49.5', '615.5']]
['1', ['36.25', '7.99'], ['-152.25', '-49.5', '613.75']]
['1', ['36.25', '7.99'], ['-152.25', '-49.5', '613.75']]
['1', ['36.25', '7.99'], ['-152.25', '-49.5', '613.75']]
