['1', ['32.34', '14.5'], ['-231.5', '-191.0', '618.0']]
['1', ['32.33', '14.5'], ['-231.0', '-190.5', '617.0']]
['1', ['32.33', '14.5'], ['-231.0', '-190.5', '617.0']]
['1', ['32.33', '14.5'], ['-231.0', '-190.5', '617.0']]
['1', ['32.33', '14.5'], ['-231.0', '-190.5', '617.0']]
['1', ['32.33', '14.5'], ['-231.0', '-190.5', '617.0']]
['1', ['32.33', '14.5'], ['-231.0', '-190.5', '617.0']]
['1', ['32.33', '14.5'], ['-231.0', '-190.5', '617.0']]
['1', ['32.33', '14.5'], ['-231.0', '-190.5', '617.0']]
['1', ['32.33', '14.5'], ['-231.0', '-190.5', '617.0']]
['1', ['32.33', '14.5'], ['-231.0', '-190.5', '617.0']]
['1', ['32.33', '14.5'], ['-231.0', '-190.5', '617.0']]
['1', ['32.33', '14.5'], ['-231.0', '-190.5', '617.0']]
['1', ['32.33', '14.5'], ['-231.0', '-190.5', '617.0']]
['1', ['32.33', '14.5'], ['-231.0', '-190.5', '617.0']]
['1', ['32.33', '14.5'], ['-231.0', '-190.5', '617.0']]
['1', ['32.33', '14.5'], ['-231.0', '-190.5', '617.0']]
['1', ['32.33', '14.5'], ['-231.0', '-190.5', '617.0']]
['1', ['32.33', '14.5'], ['-231.5', '-191.5', '620.0']]
['1', ['32.33', '14.5'], ['-231.5', '-191.5', '620.0']]
['1', ['32.33', '14.5'], ['-231.5', '-191.5', '620.0']]
['1', ['32.33', '14.5'], ['-231.5', '-191.5', '620.0']]
['1', ['32.33', '14.5'], ['-231.5', '-191.5', '620.0']]
['1', ['32.33', '14.5'], ['-231.5', '-191.5', '620.0']]
['1', ['32.33', '14.5'], ['-231.5', '-191.5', '620.0']]
['1', ['32.33', '14.5'], ['-231.5', '-191.5', '620.0']]
['1', ['32.33', '14.5'], ['-231.5', '-191.5', '620.0']]
['1', ['32.33', '14.5'], ['-231.5', '-191.5', '620.0']]
['1', ['32.33', '14.5'], ['-231.5', '-191.5', '620.0']]
['1', ['32.33', '14.5'], ['-231.5', '-191.5', '620.0']]
['1', ['32.33', '14.5'], ['-231.5', '-191.5', '620.0']]
['1', ['32.33', '14.5'], ['-231.5', '-191.5', '620.0']]
['1', ['32.33', '14.5'], ['-231.5', '-191.5', '620.0']]
['1', ['32.33', '14.5'], ['-231.5', '-191.5', '620.0']]
['1', ['32.33', '14.5'], ['-231.5', '-191.5', '620.0']]
['1', ['32.33', '14.5'], ['-231.5', '-191.5', '620.0']]
['1', ['32.33', '14.5'], ['-231.5', '-191.5', '620.0']]
['1', ['32.33', '14.5'], ['-231.5', '-191.5', '620.0']]
['1', ['32.33', '14.5'], ['-231.5', '-191.5', '620.0']]
['1', ['32.33', '14.5'], ['-231.5', '-191.5', '620.0']]
['1', ['32.33', '14.5'], ['-231.5', '-191.5', '620.0']]
['1', ['32.33', '14.5'], ['-231.5', '-191.5', '620.0']]
['1', ['32.33', '14.5'], ['-231.5', '-191.5', '620.0']]
['1', ['32.33', '14.5'], ['-231.5', '-191.5', '620.0']]
['1', ['32.33', '14.5'], ['-231.5', '-191.5', '620.0']]
['1', ['32.33', '14.5'], ['-231.5', '-191.5', '620.0']]
['1', ['32.34', '14.5'], ['-230.0', '-191.0', '619.5']]
['1', ['32.34', '14.5'], ['-230.0', '-191.0', '619.5']]
['1', ['32.34', '14.5'], ['-230.0', '-191.0', '619.5']]
['1', ['32.34', '14.5'], ['-230.0', '-191.0', '619.5']]
['1', ['32.34', '14.5'], ['-230.0', '-191.0', '619.5']]
['1', ['32.34', '14.5'], ['-230.0', '-191.0', '619.5']]
['1', ['32.34', '14.5'], ['-230.0', '-191.0', '619.5']]
['1', ['32.34', '14.5'], ['-230.0', '-191.0', '619.5']]
['1', ['32.34', '14.5'], ['-230.0', '-191.0', '619.5']]
['1', ['32.34', '14.5'], ['-230.0', '-191.0', '619.5']]
['1', ['32.34', '14.5'], ['-230.0', '-191.0', '619.5']]
['1', ['32.34', '14.5'], ['-229.5', '-189.5', '619.5']]
['1', ['32.34', '14.5'], ['-229.5', '-189.5', '619.5']]
['1', ['32.34', '14.5'], ['-229.5', '-189.5', '619.5']]
['1', ['32.34', '14.5'], ['-229.5', '-189.5', '619.5']]
['1', ['32.34', '14.5'], ['-229.5', '-189.5', '619.5']]
['1', ['32.34', '14.5'], ['-229.5', '-189.5', '619.5']]
['1', ['32.34', '14.5'], ['-229.5', '-189.5', '619.5']]
['1', ['32.34', '14.5'], ['-229.5', '-189.5', '619.5']]
['1', ['32.34', '14.5'], ['-229.5', '-189.5', '619.5']]
['1', ['32.34', '14.5'], ['-229.5', '-189.5', '619.5']]
['1', ['32.34', '14.5'], ['-229.5', '-189.5', '619.5']]
['1', ['32.37', '14.5'], ['-211.5', '-175.0', '615.5']]
['1', ['32.37', '14.5'], ['-211.5', '-175.0', '615.5']]
['1', ['32.37', '14.5'], ['-211.5', '-175.0', '615.5']]
['1', ['32.37', '14.5'], ['-211.5', '-175.0', '615.5']]
['1', ['32.37', '14.5'], ['-211.5', '-175.0', '615.5']]
['1', ['32.37', '14.5'], ['-211.5', '-175.0', '615.5']]
['1', ['32.37', '14.5'], ['-211.5', '-175.0', '615.5']]
['1', ['32.37', '14.5'], ['-211.5', '-175.0', '615.5']]
['1', ['32.37', '14.5'], ['-211.5', '-175.0', '615.5']]
['1', ['32.37', '14.5'], ['-211.5', '-175.0', '615.5']]
['1', ['32.37', '14.5'], ['-211.5', '-175.0', '615.5']]
['1', ['32.37', '14.5'], ['-211.5', '-175.0', '615.5']]
['1', ['32.37', '14.5'], ['-211.5', '-175.0', '615.5']]
['1', ['32.37', '14.5'], ['-211.5', '-175.0', '615.5']]
['1', ['32.37', '14.5'], ['-211.5', '-175.0', '615.5']]
['1', ['32.37', '14.5'], ['-211.5', '-175.0', '615.5']]
['1', ['32.37', '14.5'], ['-211.5', '-175.0', '615.5']]
['1', ['32.37', '14.5'], ['-211.5', '-175.0', '615.5']]
['1', ['32.37', '14.5'], ['-211.5', '-175.0', '615.5']]
['1', ['32.37', '14.5'], ['-211.5', '-175.0', '615.5']]
['1', ['32.37', '14.5'], ['-211.5', '-175.0', '615.5']]
['1', ['32.37', '14.5'], ['-211.5', '-175.0', '615.5']]
['1', ['32.37', '14.5'], ['-211.5', '-175.0', '615.5']]
['1', ['32.37', '14.5'], ['-211.5', '-175.0', '615.5']]
['1', ['32.37', '14.5'], ['-211.5', '-175.0', '615.5']]
['1', ['32.37', '14.5'], ['-211.5', '-175.0', '615.5']]
['1', ['32.37', '14.5'], ['-211.5', '-175.0', '615.5']]
['1', ['32.37', '14.5'], ['129.5', '-168.5', '625.5']]
['1', ['32.28', '14.5'], ['359.5', '-229.0', '1661.0']]
['1', ['29.0', '14.5'], ['-2795.0', '-3308.0', '222.0']]
['1', ['29.0', '14.5'], ['-2313.0', '-2571.0', '423.0']]
['1', ['29.0', '14.5'], ['-2122.0', '-2308.0', '422.0']]
['1', ['29.0', '14.5'], ['-2122.0', '-2308.0', '422.0']]
['1', ['29.0', '14.5'], ['-2122.0', '-2308.0', '422.0']]
['1', ['29.0', '14.5'], ['-2122.0', '-2308.0', '422.0']]
