['1', ['33.26', '14.5'], ['-164.5', '-452.0', '600.0']]
['1', ['33.26', '14.5'], ['-164.5', '-452.0', '600.0']]
['1', ['33.26', '14.5'], ['-164.5', '-452.0', '600.0']]
['1', ['33.26', '14.5'], ['-164.5', '-452.0', '600.0']]
['1', ['33.26', '14.5'], ['-164.5', '-452.0', '600.0']]
['1', ['33.26', '14.5'], ['-164.5', '-452.0', '600.0']]
['1', ['33.26', '14.5'], ['-164.5', '-452.0', '600.0']]
['1', ['33.26', '14.5'], ['-164.5', '-452.0', '600.0']]
['1', ['33.26', '14.5'], ['-164.5', '-452.0', '600.0']]
['1', ['33.26', '14.5'], ['-164.5', '-452.0', '600.0']]
['1', ['33.26', '14.5'], ['-164.5', '-452.0', '600.0']]
['1', ['33.26', '14.5'], ['-164.5', '-452.0', '600.0']]
['1', ['33.25', '14.5'], ['-164.0', '-450.0', '600.0']]
['1', ['33.25', '14.5'], ['-164.0', '-450.0', '600.0']]
['1', ['33.25', '14.5'], ['-164.0', '-450.0', '600.0']]
['1', ['33.25', '14.5'], ['-164.0', '-450.0', '600.0']]
['1', ['33.25', '14.5'], ['-164.0', '-450.0', '600.0']]
['1', ['33.25', '14.5'], ['-164.0', '-450.0', '600.0']]
['1', ['33.25', '14.5'], ['-164.0', '-450.0', '600.0']]
['1', ['33.25', '14.5'], ['-164.0', '-450.0', '600.0']]
['1', ['33.25', '14.5'], ['-164.0', '-450.0', '600.0']]
['1', ['33.25', '14.5'], ['-164.0', '-450.0', '600.0']]
['1', ['33.25', '14.5'], ['-164.0', '-450.0', '600.0']]
['1', ['33.25', '14.5'], ['-164.0', '-450.0', '600.0']]
['1', ['33.25', '14.5'], ['-164.0', '-450.0', '600.0']]
['1', ['33.25', '14.5'], ['-164.0', '-450.0', '600.0']]
['1', ['33.25', '14.5'], ['-164.0', '-450.0', '600.0']]
['1', ['33.25', '14.5'], ['-164.0', '-450.0', '600.0']]
['1', ['33.25', '14.5'], ['-164.0', '-450.0', '600.0']]
['1', ['33.25', '14.5'], ['-164.0', '-450.0', '600.0']]
['1', ['33.25', '14.5'], ['-164.0', '-450.0', '600.0']]
['1', ['33.25', '14.5'], ['-164.0', '-450.0', '600.0']]
['1', ['33.25', '14.5'], ['-166.0', '-451.0', '600.0']]
['1', ['33.25', '14.5'], ['-166.0', '-451.0', '600.0']]
['1', ['33.25', '14.5'], ['-166.0', '-451.0', '600.0']]
['1', ['33.25', '14.5'], ['-166.0', '-451.0', '600.0']]
['1', ['33.25', '14.5'], ['-166.0', '-451.0', '600.0']]
['1', ['33.25', '14.5'], ['-166.0', '-451.0', '600.0']]
['1', ['33.25', '14.5'], ['-166.0', '-451.0', '600.0']]
['1', ['33.25', '14.5'], ['-166.0', '-451.0', '600.0']]
['1', ['33.25', '14.5'], ['-166.0', '-451.0', '600.0']]
['1', ['33.25', '14.5'], ['-166.0', '-451.0', '600.0']]
['1', ['33.26', '14.5'], ['-164.0', '-451.0', '599.5']]
['1', ['33.26', '14.5'], ['-164.0', '-451.0', '599.5']]
['1', ['33.26', '14.5'], ['-164.0', '-451.0', '599.5']]
['1', ['33.26', '14.5'], ['-164.0', '-451.0', '599.5']]
['1', ['33.26', '14.5'], ['-164.0', '-451.0', '599.5']]
['1', ['33.26', '14.5'], ['-164.0', '-451.0', '599.5']]
['1', ['33.26', '14.5'], ['-164.0', '-451.0', '599.5']]
['1', ['33.26', '14.5'], ['-164.0', '-451.0', '599.5']]
['1', ['33.26', '14.5'], ['-164.0', '-451.0', '599.5']]
['1', ['33.25', '14.5'], ['-164.5', '-451.0', '599.0']]
['1', ['33.25', '14.5'], ['-164.5', '-451.0', '599.0']]
['1', ['33.25', '14.5'], ['-164.5', '-451.0', '599.0']]
['1', ['33.25', '14.5'], ['-164.5', '-451.0', '599.0']]
['1', ['33.25', '14.5'], ['-164.5', '-451.0', '599.0']]
['1', ['33.25', '14.5'], ['-164.5', '-451.0', '599.0']]
